Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS ,PR_Size,Log_PR_Size,Has_Code,Adopt_Any,Fraction_Adopted,Status,Exp_Author_Repo,Time_To_Event,PR_Language,Merged_By_Author,Closed_By_Author,Closed_By_Author_new,Case_ID,PQS,Repository,PR_Number,Merged,Closed,Generated_Code,Adopted_Code,Resolved,Close_Event,Merge_Event
PA-59,https://github.com/whatwg/html-build/pull/291,https://chat.openai.com/share/fa746c1a-403f-4611-bce7-7277e21114d8,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions Rust and provides and includes code snippets with function implementation to customize and optimize with code symbols and structs like RcDom, providing explicit locus and concrete evidence. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e how to customize TreeSink, while using minimum code,and constraints like delegating the 20 methods using the same boilerplate pattern. Output behavior like ensuring there are no errors, works as expected. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked wether the rust code can be used to delegate 20 methods without errors.",5,345.0,5.846438775,1.0,1.0,16.76,merged,28.0,76.0,Rust,1.0,,,PA-59,5,whatwg/html-build,291,1,0,1,1,1,0,1
PA-60,https://github.com/Northeastern-Electric-Racing/FinishLine/pull/2021,https://chat.openai.com/share/d0692ab8-4656-44bd-b06e-3c99511ac1fc,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions SQL and provides some SQL statements (code snippets) to update which provide grounding evidence. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e to understand how to assign new property to an existing column in SQL, how to update a property in multiple columns, and also in multiple tables. Specifies constraints like how to edit SQL migration so that all the old Reimbursement_Request have their identifier backset based on their date created and provides table definition in SQL. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked wether a new property has been assigned to an existing and wether a particular property is updated in various tables.",5,59.0,4.094344562,1.0,1.0,53.85,merged,17.0,30.0,SQL,0.0,,,PA-60,5,Northeastern-Electric-Racing/FinishLine,2021,1,0,1,1,1,0,1
PA-61,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/229,https://chat.openai.com/share/5e4a70ec-4936-4500-9821-d89ec43df531,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions TailwindCSS, react and also provides code snippets which provide grounding evidence. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to understand tailwindcss and write a simple code snippet that shows its use and what it does and then convert the provided React Native styling to use tailwindcss but the prompt lacks constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can be checked that Tailwind css is applied and functioning properly.",4,56.0,4.043051268,1.0,1.0,43.14,merged,4.0,4.0,TypeScript,0.0,,,PA-61,4,UNLV-CS472-672/2024-S-GROUP3-Barbell,229,1,0,1,1,1,0,1
PA-62,https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/238,https://chat.openai.com/share/3727054b-5519-4170-97fa-ba85ecae86ac,PA,2.0,2.0,2.0,"Context was scored 2 because the prompt provides a json, a well structured data schema and well structured json mock data that needs to be checked and also to be modified. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines clear explicit goal , scope and constraints..e to learn more on the fitness programmer data schema, check if any duplicate and remove them and also modify the note field. Verification was scored 2 because verification the explicit correction conditions are specified(ensure’s there no duplicate, ensuring expected format, sample output specifed).Prompt Efficiency was scored 3 because the conversation involved extended refinement (5 turns) but was capped at 3. Specificity was scored 2 because the prompt defines clear explicit goal , scope and constraints..e to learn more on the fitness programmer data schema, check if any duplicate and remove them and also modify the note field. Verification was scored 2 because verification the explicit correction conditions are specified(ensure’s there no duplicate, ensuring expected format, sample output specifed).",6,1103.0,7.006695227,1.0,1.0,22.13,merged,5.0,1.0,TypeScript,0.0,,,PA-62,6,UNLV-CS472-672/2024-S-GROUP3-Barbell,238,1,0,1,1,1,0,1
PA-63,https://github.com/VOICEVOX/voicevox/pull/1844,https://chat.openai.com/share/3103c4d2-2727-4adc-9afe-e6ca6e2d2f9e,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippets and functions like retryShowSaveDialogUntilValid and symbols. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to restructure the provided source code to make it simpler and easier to understand. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The refactored code can be checked whether it is or it's not simple and whether it's understandable or not",4,152.0,5.030437921,1.0,1.0,30.2,merged,38.0,13.0,TypeScript,0.0,,,PA-63,4,VOICEVOX/voicevox,1844,1,0,1,1,1,0,1
PA-64,https://github.com/aleph-im/aleph-vm/pull/460,https://chat.openai.com/share/ab62f92d-e548-4bee-8039-7488d2cebc16,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions python programming language and also provides code snippets to update containing methods and functions. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to add a docstring to the the python fixture but the prompt provides no constraints, scope boundaries, or structured output expectations Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the docstring is added to the Python fixture code.",4,460.0,6.133398043,1.0,1.0,29.41,merged,1.0,189.0,Python,0.0,,,PA-64,4,aleph-im/aleph-vm,460,1,0,1,1,1,0,1
PA-65,https://github.com/carrot-stick/design-system/pull/12,https://chat.openai.com/share/6165a646-8fce-4c97-9ac6-b348c228c451,PA,2.0,2.0,2.0,"Context was scored 2 because the prompt mentions React, ESLint and Prettier and provides code snippets with functions and symbols. This provides clear locus and concrete evidence. The goal is clearly defined: enforce preferred JSX formatting conventions using ESLint and Prettier, including specific rule names (`jsx-quotes`, `react/jsx-boolean-value`) and configuration snippets, which establishes explicit scope and constraints, so Specificity = 2. Verification was scored 2 because the prompt specifies the behavior rules and constrains the expected output via ESLint and Prettier configuration e.g prefer double quotes.",6,7450.0,8.916103531,1.0,1.0,24.12,merged,2.0,2.0,JSON,0.0,,,PA-65,6,carrot-stick/design-system,12,1,0,1,1,1,0,1
PA-66,https://github.com/deso-protocol/core/pull/875,https://chat.openai.com/share/f8aade6f-7822-484a-9057-f656f7429669,PA,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions Go language, and provides code snippets with function names and symbols, a document which has functions well specified, inquires about pointers and. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to understand usage of pointers in Go but the prompt provides no constraints, scope boundaries, or structured output expectations Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations",3,4565.0,8.426392827,1.0,1.0,15.38,merged,137.0,53.0,Go,1.0,,,PA-66,3,deso-protocol/core,875,1,0,1,1,1,0,1
PA-67,https://github.com/faker-js/faker/pull/2405,https://chat.openai.com/share/f09f38e5-f541-4f98-9483-e183f5650398,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions typescript language and provides code snippets with types,symbols. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e to reduce duplication and create a discriminated union based on the keys and values of the interface provided which constrains the structure and scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.Can be checked wether the created discriminated union is based on the keys and values of the interface",5,31.0,3.465735903,1.0,1.0,70.37,merged,303.0,2.0,YAML,1.0,,,PA-67,5,faker-js/faker,2405,1,0,1,1,1,0,1
PA-68,https://github.com/formbricks/formbricks/pull/2351,https://chat.openai.com/share/8dd8b0a2-a3d0-49a6-99dd-ff60b0b7445f,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions typescript language and provides code snippets,symbols. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e get suggestions on how to refactor the component code provided but the prompt provides no constraints, scope boundaries. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The suggested refactored code for the component can be checked whether it works as expected.",4,955.0,6.862757913,1.0,1.0,11.46,merged,203.0,8.0,TypeScript,0.0,,,PA-68,4,formbricks/formbricks,2351,1,0,1,1,1,0,1
PA-69,https://github.com/g12-4soat/techlanches-lambda-auth/pull/1,https://chat.openai.com/share/7e8febae-38ae-4b44-ae2e-9b8cc8b4b0da,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides exact code snippets to convert to sha-256 encryption including the function names and body. This provides clear locus and concrete evidence. Specificity was scored 1 because the prompt defines a clear explicit goal but scope and constraints are not very clear i.e to convert the method to sha-256 encryption. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.",4,1017.0,6.925595197,1.0,1.0,14.35,merged,0.0,8.0,YAML,1.0,,,PA-69,4,g12-4soat/techlanches-lambda-auth,1,1,0,1,1,1,0,1
PA-70,https://github.com/hackforla/CivicTechJobs/pull/477,https://chat.openai.com/share/f09f38e5-f541-4f98-9483-e183f5650398,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions languages like Typescript and provides Typescript code snippets to examine including the function names. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e inquiry on how to create a discriminated union based on the keys and values of the interface without code duplication but, no clear scope is defined e.g constraints. Verification was scored 1 because verification is implicitly implied by ensuring code avoids duplicate, but no explicit correction conditions are specified.",4,19.0,2.995732274,1.0,1.0,44.56,merged,17.0,1.0,YAML,0.0,,,PA-70,4,hackforla/CivicTechJobs,477,1,0,1,1,1,0,1
PA-71,https://github.com/hackforla/CivicTechJobs/pull/477,https://chat.openai.com/share/f09f38e5-f541-4f98-9483-e183f5650398,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions typescript language and provides typescript code snippets to examine including the function names. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e to reduce duplication and create a discriminated union based on the keys and values of the interface provided which constrains the structure and scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.Can be checked wether the created discriminated union is based on the keys and values of the interface",5,19.0,2.995732274,1.0,1.0,44.56,merged,17.0,1.0,YAML,0.0,,,PA-71,5,hackforla/CivicTechJobs,477,1,0,1,1,1,0,1
PA-72,https://github.com/netdata/netdata/pull/15455,https://chat.openai.com/share/e93e3816-c8ad-4276-8f95-a8a0a1ba57b4,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt provides clear well structured markdown code that needs to be re-arranged. This provides clear locus and concrete evidence. Specificity was scored 2 because the goal and scope are clear i.e reorder the columns provided in the markdown file to specific output format. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified.",5,60.0,4.110873864,1.0,1.0,51.72,merged,87.0,6.0,Markdown,1.0,,,PA-72,5,netdata/netdata,15455,1,0,1,1,1,0,1
PA-73,https://github.com/nylas/nylas-python/pull/279,https://chat.openai.com/share/51f3aa63-d8aa-4ff7-aca1-608fcf9ab9ee,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions python programming language and json. It also provides sample code snippet representing json response. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e how to represent the provided JSON response as a Python 3 dataclass model Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can easily be verified that the provided json response is now converted into a python 3 dataclass model.",5,102.0,4.634728988,1.0,1.0,66.67,merged,0.0,8.0,Python,0.0,,,PA-73,5,nylas/nylas-python,279,1,0,1,1,1,0,1
PA-74,https://github.com/pokt-foundation/pocket-go/pull/93,https://chat.openai.com/share/111342f3-0045-4e71-b24b-4e2b8822dd25,PA,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions Go language, and provides code snippets with function names and symbols. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e get some feedback on the design of the function but the prompt provides no constraints, scope boundaries, or structured output expectations Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Prompt is highly conceptual i.e requesting general feedback about functional design",3,221.0,5.402677382,1.0,1.0,61.54,merged,0.0,13.0,Go,1.0,,,PA-74,3,pokt-foundation/pocket-go,93,1,0,1,1,1,0,1
PA-75,https://github.com/sCrypt-Inc/scryptTS-docs/pull/209,https://chat.openai.com/share/79885c38-345b-4d2f-9f4f-d947562490b8,PA,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning the language javascript and the nodejs framework and await function but does not include code snippets, files. Specificity was scored 1 because the goal is clear i.e read a json file in nodejs using await but no clear scope or constraints defined. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, or test-like expectations.",2,135.0,4.912654886,1.0,1.0,68.75,merged,1.0,4.0,Markdown,0.0,,,PA-75,2,sCrypt-Inc/scryptTS-docs,209,1,0,1,1,1,0,1
PA-76,https://github.com/swarmion/swarmion/pull/678,https://chat.openai.com/share/7538b618-c08d-45b7-a4ed-bb168e9c1eb0,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions Bash Script and mentions files or file paths i.e release.sh and and provides code snippets with symbols. This provides clear locus and concrete evidence. It clearly defines the task: write documentation explaining what the script does and how to use it, with formatting constraints (bullet points, short sentences, emojis), establishing explicit scope and output structure, so Specificity = 2. Verification was scored 2 because prompt defines expected behavior . Can be checked whether the documentation for release.sh bash script was written and whether it has short sentences, bullet points and emojis.",5,44.0,3.80666249,1.0,1.0,100.0,merged,54.0,14.0,Markdown,0.0,,,PA-76,5,swarmion/swarmion,678,1,0,1,1,1,0,1
PA-77,https://github.com/g12-4soat/tech-lanches/pull/66,https://chat.openai.com/share/fdf5e03a-c4b0-498a-968c-8585714840d4,PA,1.0,2.0,1.0,"Context was scored 1 because the prompt mention kubernetes, and yaml files and kubectl without providing any code snippets or files. It defines a detailed goal and scope: generate separate YAML files for each resource, include namespace creation, link variables between files, define HPA scaling thresholds (1–3 replicas, 50% CPU/memory), and show command sequences to apply them, which establishes structured output constraints (S=2).",4,325.0,5.786897381,1.0,1.0,33.63,merged,14.0,4.0,YAML,1.0,,,PA-77,4,g12-4soat/tech-lanches,66,1,0,1,1,1,0,1
PA-78,https://github.com/VyProductions/SeniorDesign/pull/57,https://chat.openai.com/share/968d797a-0ef8-4644-91b9-70d1a3d0c016,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt provides code snippet examples in python with several functions and explicitly wants to optimize the get change functions that have. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines clear explicit goal and defines the scope and constraints i.e refactor the provided code with specified inputs and outputs defined and it scoped out the optimisation to be done on the get functions, and adding error checks for format of the input. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.",5,137.0,4.927253685,1.0,1.0,84.84,merged,4.0,1.0,Python,0.0,,,PA-78,5,VyProductions/SeniorDesign,57,1,0,1,1,1,0,1
PA-79,https://github.com/VyProductions/SeniorDesign/pull/51,https://chat.openai.com/share/dc460461-5653-44b6-b996-3e00ace11f98,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippet examples in python with several functions including symbols and expressions. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to restructure the provided code to use 1 while loop instead of 2 loops. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be verified code uses 1 while loop instead of two",4,8.0,2.197224577,1.0,1.0,100.0,merged,3.0,1.0,Python,0.0,,,PA-79,4,VyProductions/SeniorDesign,51,1,0,1,1,1,0,1
PA-80,https://github.com/EthicApp-Development/ethicapp-main/pull/301,https://chat.openai.com/share/c7183873-b4c6-4228-9279-0730c085ca1c,PA,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning the framework Sequelize and Sequelize-cli tool but does not include code snippets, files, function names. Specificity was scored 1 because the goal is clear i.e using sequelize to create a model and its corresponding migration based on attributes, foreign keys but the prompt provides no clear scope and no constraints and structured output formats(specifies some attributes like name and email, but doesn’t specify foreign key. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations.",2,5915.0,8.685415824,1.0,1.0,33.74,merged,1.0,47.0,JavaScript,0.0,,,PA-80,2,EthicApp-Development/ethicapp-main,301,1,0,1,1,1,0,1
PA-81,https://github.com/hacktoberfestkorea/hacktoberfestkorea/pull/241,https://chat.openai.com/share/3b0ce9bc-448c-4ba4-946b-300b6cad74f1,PA,1.0,1.0,1.0,"Context was scored 1 because the prompt provides partial context by mentioning about Github Actions without providing sample yaml files, file path. Specificity was scored 1 because the goal is clear i.e to make a github action that automatically tags 'hacktoberfest' to all issues but prompt has a fuzzy scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.Can be checked if all issues are automatically tagged 'hacktoberfest'",3,22.0,3.135494216,1.0,1.0,68.0,merged,2.0,1.0,YAML,0.0,,,PA-81,3,hacktoberfestkorea/hacktoberfestkorea,241,1,0,1,1,1,0,1
PA-82,https://github.com/alshedivat/al-folio/pull/2059,https://chat.openai.com/share/24432d24-36a7-4d6f-a5c0-d7e5142f68cd,PA,2.0,2.0,1.0,"Context was scored 2 because the prompt mentions Ruby, and Yaml config. Provides sample code snippets in Ruby and yaml file. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e to change and update a ruby plugin. Defines constraints such as implementing functions that grap title and description from the webpage metadata, defined between the <head></head> tags. and for the everything inside the <body></body, ensuring published_date is specified and can be specified without quotations Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to verify whether the updated plugin can fetch some posts from manually specified urls instead of an RSS feed.",5,102.0,4.634728988,1.0,1.0,71.97,merged,33.0,139.0,Ruby,0.0,,,PA-82,5,alshedivat/al-folio,2059,1,0,1,1,1,0,1
PA-83,https://github.com/netdata/netdata/pull/15485,https://chat.openai.com/share/1489a07a-5d1d-47f0-b35c-c7ba4138f2ff,PA,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions the md5sum program and provides bash scripts(code snippets) to evaluate. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e evaluate what will happen if md5sum does not exist in the scripts,but the prompt provides no clear scope and constraints. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3,35.0,3.583518938,1.0,1.0,75.0,merged,202.0,3.0,C,0.0,,,PA-83,3,netdata/netdata,15485,1,0,1,1,1,0,1
PA-84,https://github.com/dantol29/webserver/pull/147,https://chat.openai.com/share/2b9c431e-827a-48d5-821f-0395b7f2b022,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions CPP language, and provides code snippets with function names such as CGIStringToResponse and symbols. This provides clear locus and concrete evidence. However, it asks a conceptual comparison question about whether there is a difference between two return styles without defining constraints, expected output format, or behavioral requirements, so it has a clear goal but limited scope framing (S=1). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked for the difference between the provided two C++ code snippets.",4,2040.0,7.621195163,1.0,1.0,100.0,merged,6.0,4.0,C++,0.0,,,PA-84,4,dantol29/webserver,147,1,0,1,1,1,0,1
PA-85,https://github.com/PrivateBin/PrivateBin/pull/1134,https://chat.openai.com/share/99718495-28d0-4382-ab5e-6a4a733c1ccb,PA,2.0,2.0,2.0,Context was scored 2 because the prompt provides yaml and markdown file samples with codes. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e to convert the provided markdown file to a GitHub discussion category form using YAML-based syntax. Verification was scored 2 because the prompt specifies the correctness rules and constrains the expected outcome format to the example provided.,6,114.0,4.744932128,1.0,1.0,15.61,merged,45.0,1.0,YAML,0.0,,,PA-85,6,PrivateBin/PrivateBin,1134,1,0,1,1,1,0,1
PA-86,https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/105,https://chat.openai.com/share/99bdb8b7-3f81-4270-bffc-abb527dea8bf,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippets with function names. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to add some comments and useful documentation to the provided code, no constraints Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked if some comments and documentation was added to the code",4,69.0,4.248495242,1.0,1.0,80.95,merged,5.0,5.0,TypeScript,1.0,,,PA-86,4,UNLV-CS472-672/2024-S-GROUP1-Roadwatch,105,1,0,1,1,1,0,1
PA-87,https://github.com/open-learning-exchange/myplanet/pull/2229,https://chat.openai.com/share/f194daa6-1c52-4934-8b45-3907ab938954,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides code snippets to convert.This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to convert the provided string to french. No clear scope and constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified. Can be checked whether the provided string was converted to french.Someone can see the provided text converted to French instead of English and can tell but no formal structure or how to verify that the converted French is right.",4,1578.0,7.364547014,1.0,1.0,57.9,merged,38.0,4.0,XML,0.0,,,PA-87,4,open-learning-exchange/myplanet,2229,1,0,1,1,1,0,1
PA-88,https://github.com/open-learning-exchange/myplanet/pull/2230,https://chat.openai.com/share/0437ab73-5f26-4a04-8536-626a73d56166,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides xml code to translate (code snipets).This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to convert the provided string to Nepali. No clear scope and constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Nepali. Someone can see the provided text converted to Nepali and can tell but no formal structure or how to verify that the converted Nepali is right.",4,1682.0,7.428333194,1.0,1.0,78.72,merged,39.0,4.0,XML,0.0,,,PA-88,4,open-learning-exchange/myplanet,2230,1,0,1,1,1,0,1
PA-89,https://github.com/open-learning-exchange/myplanet/pull/2232,https://chat.openai.com/share/925833f9-2686-4e19-a441-12f6a84e2b06,PA,2.0,1.0,1.0,"Context was scored 2 because the prompt provides xml code to translate (code snipets).This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to convert the provided string to Arabic. No clear scope and constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Arabic. Someone can see the provided text converted to Arabic and can tell but no formal structure or how to verify that the converted Arabic is right.",4,1665.0,7.418180823,1.0,1.0,83.26,merged,41.0,4.0,XML,0.0,,,PA-89,4,open-learning-exchange/myplanet,2232,1,0,1,1,1,0,1
PN-1,https://github.com/unoplatform/workshops/pull/128,https://chat.openai.com/share/d633a7b6-1b3c-4730-a60b-96dfd97baa0a,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about YARP and Yarp.ReverseProxy, no code snippets, functions ,error message provided. SPECIFICITY (1): The developer’s intent is clear (use YARP to bypass CORS and proxy YouTube API calls), but the scope and constraints are not explicitly defined. No explicit output format or structured requirement is given. VERIFICATION (0): There are no correctness conditions, test-like expectations, invariants, or behavioral rules included; the prompt does not specify how correctness should be judged.",2,15.0,2.772588722,1.0,0.0,,merged,7.0,1.0,Markdown,,0.0,0.0,PN-1,2,unoplatform/workshops,128,1,0,1,0,1,0,1
PN-2,https://github.com/Bananapus/nana-core/pull/37,https://chat.openai.com/share/94d9b5cd-bd5e-4dfd-a11e-39cef1f0634e,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about Github action but does not include code snippets, files or anything concrete. SPECIFICITY (1): The goal—making GitHub show a file as renamed instead of deleted/added—is clear, but the prompt does not specify constraints, environment details, or required output formats. VERIFICATION (0): The prompt contains no explicit or implicit correctness conditions, tests, invariants, or behavioral rules to verify success.",2,11712.0,9.368454615,1.0,0.0,,merged,12.0,23.0,Python,,0.0,1.0,PN-2,2,Bananapus/nana-core,37,1,0,1,0,1,0,1
PN-3,https://github.com/opensearch-project/opensearch-migrations/pull/297,https://chat.openai.com/share/08649025-20e3-42e6-abba-32c29722dc0c,PN,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about frameworks like log4j, Slf4j's, and provides some function names and code snippets i.e log.atLevel().This provides clear locus and concrete evidence. SPECIFICITY (1): The developer clearly asks for how log4j2.properties should look for fluent logging versus MDC usage, but does not specify constraints, output structure, or detailed requirements. VERIFICATION (0): No correctness conditions, expected outputs, invariants, or rules for validating the configuration are provided; the question seeks explanation, not verifiable behavior.",3,186.0,5.231108617,1.0,0.0,,merged,15.0,1.0,Java,,0.0,1.0,PN-3,3,opensearch-project/opensearch-migrations,297,1,0,1,0,1,0,1
PN-4,https://github.com/darklang/dark/pull/5087,https://chat.openai.com/share/91365a6c-3f59-4d2a-8b51-b710f1921415,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt asks a general question about unit tests inquiring what comes first in different languages-actual and expected, additionally prompts specifies some more languages like OCaml and Elm but no concrete locus or evidence is provided. SPECIFICITY (1): The goal is clear—understanding expected vs actual argument order in different languages—but the prompt provides no constraints, scope boundaries, or structured output expectations. VERIFICATION (0): The prompt does not introduce correctness criteria, expected behaviors, test rules, invariants, or any mechanism that could be used to verify the response.",2,584.0,6.371611847,1.0,0.0,,merged,788.0,1.0,F#,,0.0,1.0,PN-4,2,darklang/dark,5087,1,0,1,0,1,0,1
PN-5,https://github.com/pyg-team/pytorch-frame/pull/281,https://chat.openai.com/share/3506c8b0-4810-42f2-a23a-a9d4e3c38fe4,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning python programming language classes or functions and providing some symbols like {}. SPECIFICITY (1): The goal—deciding between None and {} for default arguments—is clear but does not include constraints, scope, or instructions about how the answer should be structured. VERIFICATION (0): No correctness conditions, expected behaviors, invariants, or test-like requirements are present.",2,331.0,5.805134969,1.0,0.0,,merged,74.0,1.0,Python,,0.0,1.0,PN-5,2,pyg-team/pytorch-frame,281,1,0,1,0,1,0,1
PN-6,https://github.com/cataclysmbnteam/Cataclysm-BN/pull/3130,https://chat.openai.com/share/af7046b4-832d-467f-a1d9-700546554c31,PN,2.0,1.0,0.0,"Context was scored 2 because the prompt mentions about cmd, powershell then mentions c++ programming language and provides code snippets with function names. SPECIFICITY (1): The prompt clearly asks whether the Windows `start` command will open the correct URL and why the https prefix appears omitted, but does not define constraints, output format, or structured requirements. VERIFICATION (0): No correctness conditions, expected behaviors, invariants, or test-like criteria are provided in the prompt.",3,4.0,1.609437912,1.0,0.0,,merged,0.0,1.0,C++,,0.0,1.0,PN-6,3,cataclysmbnteam/Cataclysm-BN,3130,1,0,1,0,1,0,1
PN-7,https://github.com/rapidsai/cuspatial/pull/1295,https://chat.openai.com/share/43a1b380-e356-4b5e-8c87-08b07003435b,PN,2.0,1.0,1.0,"Context was scored 2 because the prompt mentions RAPIDS cuSpatial and provides error messages and also provides function names like _test_hausdorff_from_list_of_spaces. This provides clear locus and concrete evidence. SPECIFICITY (1): The goal—diagnosing why a particular function returns a DataFrame with an unexpected Index type—is clear, but the prompt does not define constraints, expected output formats, or structured reasoning requirements. VERIFICATION (1): The prompt implicitly relies on correctness rules arising from assert_frame_equal, which enforces index-type equality, giving an implicit but valid correctness cue.",4,2.0,1.098612289,1.0,0.0,,merged,117.0,1.0,Python,,0.0,0.0,PN-7,4,rapidsai/cuspatial,1295,1,0,1,0,1,0,1
PN-8,https://github.com/WordPress/gutenberg/pull/54172,https://chat.openai.com/share/08933117-0064-4de0-ae71-747550c00c55,PN,1.0,1.0,0.0,"Context was scored 1 because the prompt provides partial context by mentioning about javascript but no code snippets, functions provided. SPECIFICITY (1): The goal is clear—determine how to get scrollbar width even when the scrollbar is not visible—but no constraints, format requirements, or scope boundaries are defined. VERIFICATION (0): The prompt contains no correctness conditions, expected outputs, invariants, or behavioral rules enabling verification.",2,12.0,2.564949357,1.0,0.0,,merged,288.0,1.0,JavaScript,,0.0,0.0,PN-8,2,WordPress/gutenberg,54172,1,0,1,0,1,0,1
