Case ID,PR_Link,Conversation_Link,Outcome_Class,Context,Specificity,Verification,Rationale,PQS
PA-63,https://github.com/VOICEVOX/voicevox/pull/1844,https://chat.openai.com/share/3103c4d2-2727-4adc-9afe-e6ca6e2d2f9e,PA,2,1,1,"Context was scored 2 because the prompt provides code snippets and functions like retryShowSaveDialogUntilValid and symbols. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to restructure the provided source code to make it simpler and easier to understand. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The refactored code can be checked whether it is or it's not simple and whether it's understandable or not",4
PA-64,https://github.com/aleph-im/aleph-vm/pull/460,https://chat.openai.com/share/ab62f92d-e548-4bee-8039-7488d2cebc16,PA,2,1,1,"Context was scored 2 because the prompt mentions python programming language and also provides code snippets to update containing methods and functions. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to add a docstring to the the python fixture but the prompt provides no constraints, scope boundaries, or structured output expectations Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the docstring is added to the Python fixture code.",4
PA-65,https://github.com/carrot-stick/design-system/pull/12,https://chat.openai.com/share/6165a646-8fce-4c97-9ac6-b348c228c451,PA,2,2,2,"Context was scored 2 because the prompt mentions React, ESLint and Prettier and provides code snippets with functions and symbols. This provides clear locus and concrete evidence. The goal is clearly defined: enforce preferred JSX formatting conventions using ESLint and Prettier, including specific rule names (`jsx-quotes`, `react/jsx-boolean-value`) and configuration snippets, which establishes explicit scope and constraints, so Specificity = 2. Verification was scored 2 because the prompt specifies the behavior rules and constrains the expected output via ESLint and Prettier configuration e.g prefer double quotes.",6
PA-66,https://github.com/deso-protocol/core/pull/875,https://chat.openai.com/share/f8aade6f-7822-484a-9057-f656f7429669,PA,2,1,0,"Context was scored 2 because the prompt mentions Go language, and provides code snippets with function names and symbols, a document which has functions well specified, inquires about pointers and. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to understand usage of pointers in Go but the prompt provides no constraints, scope boundaries, or structured output expectations Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations",3
PA-67,https://github.com/faker-js/faker/pull/2405,https://chat.openai.com/share/f09f38e5-f541-4f98-9483-e183f5650398,PA,2,2,1,"Context was scored 2 because the prompt mentions typescript language and provides code snippets with types,symbols. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e to reduce duplication and create a discriminated union based on the keys and values of the interface provided which constrains the structure and scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.Can be checked wether the created discriminated union is based on the keys and values of the interface",5
PA-68,https://github.com/formbricks/formbricks/pull/2351,https://chat.openai.com/share/8dd8b0a2-a3d0-49a6-99dd-ff60b0b7445f,PA,2,1,1,"Context was scored 2 because the prompt mentions typescript language and provides code snippets,symbols. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e get suggestions on how to refactor the component code provided but the prompt provides no constraints, scope boundaries. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. The suggested refactored code for the component can be checked whether it works as expected.",4
PA-69,https://github.com/g12-4soat/techlanches-lambda-auth/pull/1,https://chat.openai.com/share/7e8febae-38ae-4b44-ae2e-9b8cc8b4b0da,PA,2,1,1,"Context was scored 2 because the prompt provides exact code snippets to convert to sha-256 encryption including the function names and body. This provides clear locus and concrete evidence. Specificity was scored 1 because the prompt defines a clear explicit goal but scope and constraints are not very clear i.e to convert the method to sha-256 encryption. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.",4
PA-70,https://github.com/hackforla/CivicTechJobs/pull/477,https://chat.openai.com/share/f09f38e5-f541-4f98-9483-e183f5650398,PA,2,1,1,"Context was scored 2 because the prompt mentions languages like Typescript and provides Typescript code snippets to examine including the function names. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e inquiry on how to create a discriminated union based on the keys and values of the interface without code duplication but, no clear scope is defined e.g constraints. Verification was scored 1 because verification is implicitly implied by ensuring code avoids duplicate, but no explicit correction conditions are specified.",4
PA-71,https://github.com/hackforla/CivicTechJobs/pull/477,https://chat.openai.com/share/f09f38e5-f541-4f98-9483-e183f5650398,PA,2,2,1,"Context was scored 2 because the prompt mentions typescript language and provides typescript code snippets to examine including the function names. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and expected output behavior i.e to reduce duplication and create a discriminated union based on the keys and values of the interface provided which constrains the structure and scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.Can be checked wether the created discriminated union is based on the keys and values of the interface",5
PA-72,https://github.com/netdata/netdata/pull/15455,https://chat.openai.com/share/e93e3816-c8ad-4276-8f95-a8a0a1ba57b4,PA,2,2,1,"Context was scored 2 because the prompt provides clear well structured markdown code that needs to be re-arranged. This provides clear locus and concrete evidence. Specificity was scored 2 because the goal and scope are clear i.e reorder the columns provided in the markdown file to specific output format. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified.",5
PA-73,https://github.com/nylas/nylas-python/pull/279,https://chat.openai.com/share/51f3aa63-d8aa-4ff7-aca1-608fcf9ab9ee,PA,2,2,1,"Context was scored 2 because the prompt mentions python programming language and json. It also provides sample code snippet representing json response. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e how to represent the provided JSON response as a Python 3 dataclass model Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. It can easily be verified that the provided json response is now converted into a python 3 dataclass model.",5
PA-74,https://github.com/pokt-foundation/pocket-go/pull/93,https://chat.openai.com/share/111342f3-0045-4e71-b24b-4e2b8822dd25,PA,2,1,0,"Context was scored 2 because the prompt mentions Go language, and provides code snippets with function names and symbols. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e get some feedback on the design of the function but the prompt provides no constraints, scope boundaries, or structured output expectations Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations. Prompt is highly conceptual i.e requesting general feedback about functional design",3
PA-75,https://github.com/sCrypt-Inc/scryptTS-docs/pull/209,https://chat.openai.com/share/79885c38-345b-4d2f-9f4f-d947562490b8,PA,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning the language javascript and the nodejs framework and await function but does not include code snippets, files. Specificity was scored 1 because the goal is clear i.e read a json file in nodejs using await but no clear scope or constraints defined. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, or test-like expectations.",2
PA-76,https://github.com/swarmion/swarmion/pull/678,https://chat.openai.com/share/7538b618-c08d-45b7-a4ed-bb168e9c1eb0,PA,2,2,1,"Context was scored 2 because the prompt mentions Bash Script and mentions files or file paths i.e release.sh and and provides code snippets with symbols. This provides clear locus and concrete evidence. It clearly defines the task: write documentation explaining what the script does and how to use it, with formatting constraints (bullet points, short sentences, emojis), establishing explicit scope and output structure, so Specificity = 2. Verification was scored 2 because prompt defines expected behavior . Can be checked whether the documentation for release.sh bash script was written and whether it has short sentences, bullet points and emojis.",5
PA-77,https://github.com/g12-4soat/tech-lanches/pull/66,https://chat.openai.com/share/fdf5e03a-c4b0-498a-968c-8585714840d4,PA,1,2,1,"Context was scored 1 because the prompt mention kubernetes, and yaml files and kubectl without providing any code snippets or files. It defines a detailed goal and scope: generate separate YAML files for each resource, include namespace creation, link variables between files, define HPA scaling thresholds (1–3 replicas, 50% CPU/memory), and show command sequences to apply them, which establishes structured output constraints (S=2).",4
PA-78,https://github.com/VyProductions/SeniorDesign/pull/57,https://chat.openai.com/share/968d797a-0ef8-4644-91b9-70d1a3d0c016,PA,2,2,1,"Context was scored 2 because the prompt provides code snippet examples in python with several functions and explicitly wants to optimize the get change functions that have. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines clear explicit goal and defines the scope and constraints i.e refactor the provided code with specified inputs and outputs defined and it scoped out the optimisation to be done on the get functions, and adding error checks for format of the input. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.",5
PA-79,https://github.com/VyProductions/SeniorDesign/pull/51,https://chat.openai.com/share/dc460461-5653-44b6-b996-3e00ace11f98,PA,2,1,1,"Context was scored 2 because the prompt provides code snippet examples in python with several functions including symbols and expressions. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to restructure the provided code to use 1 while loop instead of 2 loops. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be verified code uses 1 while loop instead of two",4
PA-80,https://github.com/EthicApp-Development/ethicapp-main/pull/301,https://chat.openai.com/share/c7183873-b4c6-4228-9279-0730c085ca1c,PA,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning the framework Sequelize and Sequelize-cli tool but does not include code snippets, files, function names. Specificity was scored 1 because the goal is clear i.e using sequelize to create a model and its corresponding migration based on attributes, foreign keys but the prompt provides no clear scope and no constraints and structured output formats(specifies some attributes like name and email, but doesn’t specify foreign key. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, expected behavior, invariants, or test-like expectations.",2
PA-81,https://github.com/hacktoberfestkorea/hacktoberfestkorea/pull/241,https://chat.openai.com/share/3b0ce9bc-448c-4ba4-946b-300b6cad74f1,PA,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about Github Actions without providing sample yaml files, file path. Specificity was scored 1 because the goal is clear i.e to make a github action that automatically tags 'hacktoberfest' to all issues but prompt has a fuzzy scope Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified.Can be checked if all issues are automatically tagged 'hacktoberfest'",3
PA-82,https://github.com/alshedivat/al-folio/pull/2059,https://chat.openai.com/share/24432d24-36a7-4d6f-a5c0-d7e5142f68cd,PA,2,2,1,"Context was scored 2 because the prompt mentions Ruby, and Yaml config. Provides sample code snippets in Ruby and yaml file. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e to change and update a ruby plugin. Defines constraints such as implementing functions that grap title and description from the webpage metadata, defined between the <head></head> tags. and for the everything inside the <body></body, ensuring published_date is specified and can be specified without quotations Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked to verify whether the updated plugin can fetch some posts from manually specified urls instead of an RSS feed.",5
PA-83,https://github.com/netdata/netdata/pull/15485,https://chat.openai.com/share/1489a07a-5d1d-47f0-b35c-c7ba4138f2ff,PA,2,1,0,"Context was scored 2 because the prompt mentions the md5sum program and provides bash scripts(code snippets) to evaluate. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e evaluate what will happen if md5sum does not exist in the scripts,but the prompt provides no clear scope and constraints. Verification was scored 0 because the prompt contains no explicit or implicit correctness criteria, test-like expectations.",3
PA-84,https://github.com/dantol29/webserver/pull/147,https://chat.openai.com/share/2b9c431e-827a-48d5-821f-0395b7f2b022,PA,2,1,1,"Context was scored 2 because the prompt mentions CPP language, and provides code snippets with function names such as CGIStringToResponse and symbols. This provides clear locus and concrete evidence. However, it asks a conceptual comparison question about whether there is a difference between two return styles without defining constraints, expected output format, or behavioral requirements, so it has a clear goal but limited scope framing (S=1). Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked for the difference between the provided two C++ code snippets.",4
PA-85,https://github.com/PrivateBin/PrivateBin/pull/1134,https://chat.openai.com/share/99718495-28d0-4382-ab5e-6a4a733c1ccb,PA,2,2,2,Context was scored 2 because the prompt provides yaml and markdown file samples with codes. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines a clear explicit goal and defines the scope and constraints and output format i.e to convert the provided markdown file to a GitHub discussion category form using YAML-based syntax. Verification was scored 2 because the prompt specifies the correctness rules and constrains the expected outcome format to the example provided.,6
PA-86,https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/105,https://chat.openai.com/share/99bdb8b7-3f81-4270-bffc-abb527dea8bf,PA,2,1,1,"Context was scored 2 because the prompt provides code snippets with function names. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to add some comments and useful documentation to the provided code, no constraints Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked if some comments and documentation was added to the code",4
PA-87,https://github.com/open-learning-exchange/myplanet/pull/2229,https://chat.openai.com/share/f194daa6-1c52-4934-8b45-3907ab938954,PA,2,1,1,"Context was scored 2 because the prompt provides code snippets to convert.This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to convert the provided string to french. No clear scope and constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions are specified. Can be checked whether the provided string was converted to french.Someone can see the provided text converted to French instead of English and can tell but no formal structure or how to verify that the converted French is right.",4
PA-88,https://github.com/open-learning-exchange/myplanet/pull/2230,https://chat.openai.com/share/0437ab73-5f26-4a04-8536-626a73d56166,PA,2,1,1,"Context was scored 2 because the prompt provides xml code to translate (code snipets).This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to convert the provided string to Nepali. No clear scope and constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Nepali. Someone can see the provided text converted to Nepali and can tell but no formal structure or how to verify that the converted Nepali is right.",4
PA-89,https://github.com/open-learning-exchange/myplanet/pull/2232,https://chat.openai.com/share/925833f9-2686-4e19-a441-12f6a84e2b06,PA,2,1,1,"Context was scored 2 because the prompt provides xml code to translate (code snipets).This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to convert the provided string to Arabic. No clear scope and constraints. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. Can be checked whether the provided string was converted to Arabic. Someone can see the provided text converted to Arabic and can tell but no formal structure or how to verify that the converted Arabic is right.",4
PN-1,https://github.com/unoplatform/workshops/pull/128,https://chat.openai.com/share/d633a7b6-1b3c-4730-a60b-96dfd97baa0a,PN,1,2,0,"Context was scored 1 because the prompt provides partial context by mentioning about YARP and Yarp.ReverseProxy, no code snippets, functions ,error message provided. Specificity was scored 2 because the prompt defines a clear explicit goal, scope and constraints.i.e, how to use YARP on a server project to bypass CORS restriction on Youtube v1 API. VERIFICATION (0): There are no correctness conditions, test-like expectations, invariants, or behavioral rules included; the prompt does not specify how correctness should be judged.",3
PN-2,https://github.com/Bananapus/nana-core/pull/37,https://chat.openai.com/share/94d9b5cd-bd5e-4dfd-a11e-39cef1f0634e,PN,1,2,0,"Context was scored 1 because the prompt provides partial context by mentioning about Github action but does not include code snippets, files or anything concrete. Specificity was scored 2 because the goal is clear, scope and constraints i.e to show the renamed file as renamed in a github PR in the diff viewer instead of showing it as one file deleted and another added. VERIFICATION (0): The prompt contains no explicit or implicit correctness conditions, tests, invariants, or behavioral rules to verify success.",3
PN-3,https://github.com/opensearch-project/opensearch-migrations/pull/297,https://chat.openai.com/share/08649025-20e3-42e6-abba-32c29722dc0c,PN,2,2,0,"Context was scored 2 because the prompt mentions about frameworks like log4j, Slf4j's, and provides some function names and code snippets i.e log.atLevel().This provides clear locus and concrete evidence. Specificity was scored 2 because the goal is clear and the scope i.e to inquiry on how to setup the same context directly through a log.atLevel().. fluent approach while in a highly concurrent environment and how would the log4j2.properties file look like. VERIFICATION (0): No correctness conditions, expected outputs, invariants, or rules for validating the configuration are provided; the question seeks explanation, not verifiable behavior.",4
PN-4,https://github.com/darklang/dark/pull/5087,https://chat.openai.com/share/91365a6c-3f59-4d2a-8b51-b710f1921415,PN,1,1,0,"Context was scored 1 because the prompt asks a general question about unit tests inquiring what comes first in different languages-actual and expected, additionally prompts specifies some more languages like OCaml and Elm but no concrete locus or evidence is provided. Specificity was scored 1 because the goal is clear i.e to understand which of  “actual”, or “expected”  comes first in unit tests  in different languages but no clear scope or constraints.  VERIFICATION (0): The prompt does not introduce correctness criteria, expected behaviors, test rules, invariants, or any mechanism that could be used to verify the response.",2
PN-5,https://github.com/pyg-team/pytorch-frame/pull/281,https://chat.openai.com/share/3506c8b0-4810-42f2-a23a-a9d4e3c38fe4,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning python programming language classes or functions and providing some symbols like {}. Specificity was scored 1 because the goal is clear i.e  general inquiry on whether it’s better to make argument default value None or empty dictionary  but,no clear scope defined, constraints. VERIFICATION (0): No correctness conditions, expected behaviors, invariants, or test-like requirements are present.",2
PN-6,https://github.com/cataclysmbnteam/Cataclysm-BN/pull/3130,https://chat.openai.com/share/af7046b4-832d-467f-a1d9-700546554c31,PN,2,2,0,"Context was scored 2 because the prompt mentions about cmd, powershell then mentions c++ programming language and provides code snippets with function names. Specificity was scored 2 because the prompt defines clear explicit goal, scope and constraints.i.e, inquiry on how to open a url in windows 10 command-line using either CMD or powershell and understanding why https is omitted from the provided c++ code. VERIFICATION (0): No correctness conditions, expected behaviors, invariants, or test-like criteria are provided in the prompt.",4
PN-7,https://github.com/rapidsai/cuspatial/pull/1295,https://chat.openai.com/share/43a1b380-e356-4b5e-8c87-08b07003435b,PN,2,1,1,"Context was scored 2 because the prompt mentions RAPIDS cuSpatial and provides error messages and also provides function names like _test_hausdorff_from_list_of_spaces. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to understand why the error occurs and why _test_hausdorff_from_list_of_spaces function is returning an empty index of a different type ,but the prompt provides no clear constraints. VERIFICATION (1): The prompt implicitly relies on correctness rules arising from assert_frame_equal, which enforces index-type equality, giving an implicit but valid correctness cue.",4
PN-8,https://github.com/WordPress/gutenberg/pull/54172,https://chat.openai.com/share/08933117-0064-4de0-ae71-747550c00c55,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about javascript but no code snippets, functions provided. Specificity was scored 1 because the goal is clear i.e to understand how to get the width of the scrollbar with JavaScript, even when the scrollbar is not displayed in the browser but,no clear scope defined constraints. VERIFICATION (0): The prompt contains no correctness conditions, expected outputs, invariants, or behavioral rules enabling verification.",2
PN-9,https://github.com/darklang/dark/pull/5063,https://chat.openai.com/share/3bb73e47-e805-4b43-bc0a-7aa4caf88796,PN,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about typescript and allowSyntheticDefaultImports but does not include code snippets, files or anything concrete. Specifitity was scored 1 because the goal is clear i.e to understand what allowSyntheticDefaultImports is in in typescript and whether it's bad practise to use it but no clearly defined constraints, output formats specified. Verification was scored 1 because verification is implicitly implied, but no explicit correction conditions and test conditions are specified. ",3
PN-10,https://github.com/unity-atoms/unity-atoms/pull/448,https://chat.openai.com/share/d30de92e-1ced-4eab-b255-e035079d1a5d,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about github and some of the github commands like rebase. Specificity was scored 1 because the goal  and scope are not very clearly defined. Trying to resolve merge conflicts by soft reset instead of rebasing. VERIFICATION (0): No explicit or implicit correctness criteria, behavioral rules, or invariants appear in the prompt; the developer is seeking conceptual guidance.",2
PN-11,https://github.com/ory/elements/pull/171,https://chat.openai.com/share/b85618ff-b1c3-4c28-b36f-44d35556216c,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about html and javascript but no code samples provided ,file paths Specificity was scored 1 because the goal is clear i.e to understand how to disable a submit button in html via javascript after the form has been submitted but,no clear constraints are defined. VERIFICATION (0): The prompt does not define correctness conditions, expected behavior rules, test-like assertions, or invariants.",2
PN-12,https://github.com/codeigniter4/CodeIgniter4/pull/8230,https://chat.openai.com/share/9437d9ca-6365-4070-b11b-9c31cede7a2a,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about PhP programming language and repository pattern, no code samples, functions, filepaths, configuration given. Specificity was scored 1 because the prompt defines clear explicit goal and scope .i.e, Understand the ""Repository Pattern"" in the context of PHP development and provide simple sample code of the repository pattern but the output format isn't specified. VERIFICATION (0): The prompt does not include correctness criteria, expected behaviors, or constraints that could function as checks.",2
PN-13,https://github.com/sveltejs/learn.svelte.dev/pull/522,https://chat.openai.com/share/fad5f67a-2f7e-45a4-a759-18e5b9aa44cb,PN,2,2,0,"Context was scored 2 because the prompt mentions about SVG format and provides code snippets.This provides clear locus and concrete evidence. Specificity was scored 2 because the goal is clear , specifites some constraints and expected output number i.e to get the correct aria-role for the specified svg and list the 10 most likely aria-roles that can be used. VERIFICATION (0): The prompt contains no correctness rules, semantic constraints, or test-like expectations that would allow validation.",4
PN-14,https://github.com/pokt-network/poktroll/pull/338,https://chat.openai.com/share/d2590505-31e2-4e34-be93-8e4fabf8d872,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning the goimports , goimport-reviser libraries for the go programming language. Specificity was scored 1 because the goal is clear i.e  general inquiry of how to use goimport-reviser with vscode instead of goimports  but,no clear scope defined, constraints. VERIFICATION (0): The prompt contains no correctness rules, expected output conditions, static constraints, or test-like requirements.",2
PN-15,https://github.com/robotology/icub-models-generator/pull/252,https://chat.openai.com/share/69784828-87f9-4a53-b805-55d02d66384b,PN,2,2,1,"Context was scored 2 because the prompt provides a XML file with a well structured data schema that needs to be evaluated and modified to remove the specified sensor tags. It also mentions the lxml library and python programming language. This provides clear locus and concrete evidence. SPECIFICITY (2): The user explicitly states the goal (remove all sensor tags with two specific names), using precise constraints and expected behavior that bound the task clearly. VERIFICATION (1): There is an implicit correctness condition: only the two named sensors should be removed, and the structure must remain valid XML. This is an implicit functional correctness cue but not a full test-like condition.",5
PN-16,https://github.com/temporalio/temporal/pull/4558,https://chat.openai.com/share/7f2d011a-a8da-4fa4-9c6d-e09102fdd49f,PN,2,2,1,"Context was scored 2 because the prompt mentions about Go and python programming language, provides file names and also file paths like tlsConfigHelper.go and ~/src/temporalio/temporal. This provides clear locus and concrete evidence. Specificity was scored 2 because the prompt defines clear explicit goal, scope and constraints and output format.i.e, rename Go code files in the codebase from camel case to snake case using a bash script and python script, not using regex, using $HOME environment variable. VERIFICATION (1): There are implicit correctness expectations—renamed files must match specific expected outputs; go:generate statements must update source and destination file names; special cases like nDC, Test.go semantics must behave as intended. These serve as implicit behavioral correctness cues, though not formal test-like assertions.",5
PN-17,https://github.com/shakacode/heroku-to-control-plane/pull/114,https://chat.openai.com/share/e62c8db1-0622-4617-b8a6-5c3a4d82f387,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about Ruby, no code snippet, functions or filepaths. Specificity was scored 1 because the goal is clear i.e. to understand how to keep track of a global counter in Ruby either using instance variables or class variables but no clear defined constraints, output formats and scope specified. VERIFICATION (0): No correctness cues, behavior expectations, invariants, or test-like conditions appear in the prompt.",2
PN-18,https://github.com/gradio-app/gradio/pull/5179,https://chat.openai.com/share/dc4b8dd7-faf3-43f6-98df-ea8d7da23fcc,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about fastapi framework and wav files. Specificity was scored 1 because the goal is clear i.e. to understand how to use fastapi StreamingResponse to stream several wav files as chunks but no clearly defined constraints, output formats and scope specified. VERIFICATION (0): No correctness cues, behavioral rules, or expected I/O examples are provided that would enable validation of correctness.",2
PN-19,https://github.com/laravel-json-api/core/pull/12,https://chat.openai.com/share/e9555822-4ffb-4845-8e40-0bc6cbbc658d,PN,1,1,1,"Context was scored 1 because the prompt provides partial context by regular expression (regex) to match ULID format and providing sample regex is the follow up turn i.e. [0-7][0-9A-HJKMNP-TV-Z]{25} but does not include exact code snippets, files, does not mention which programming language is being used. Specificity was scored 1 because the goal is clear i.e give a regex that matches ULID format. VERIFICATION (1): There is implicit correctness verification because the regex must match ULID constraints (26 characters, specific Base32 set, excluded characters). These constraints function as implicit correctness rules, though no explicit tests are provided.",3
PN-20,https://github.com/SSWConsulting/SSW.Website/pull/931,https://chat.openai.com/share/ca2eab25-4e1e-4688-9be5-43a179a0ec4f,PN,2,1,0,"Context was scored 2 because the prompt mentions about about DayJS framework, momentjs and provides sample code snippets. Specificity was scored 1 because the goal is clear i.e. determine if it’s possible to replicate ‘moment(event.date).format(""Do (ddd) MMMM YYYY"") ‘ functionality with DayJS but no clearly defined constraints, output formats and scope specified. VERIFICATION (0): No correctness conditions, expected behaviors, example outputs, or invariants are included; the prompt only asks whether replication is possible.",3
PN-21,https://github.com/MrNeRF/gaussian-splatting-cuda/pull/23,https://chat.openai.com/share/944c67d3-555e-4524-b2f0-81481f9cd5ba,PN,0,1,0,"Context was scored 0 because the prompt asks a general question about how to rebase on master without referring to any code file. No concrete locus or evidence is provided. Specificity was scored 1 because the goal is clear i.e to understand how to rebase on master but no clear scope or constraints. VERIFICATION (0): No correctness cues or behavioral requirements are present (e.g., no expected success conditions, no invariants, no test-like assertions).",1
PN-22,https://github.com/konfuzio-ai/konfuzio-sdk/pull/296,https://chat.openai.com/share/065c4563-3e52-4520-a8f2-c9b494023f4e,PN,2,1,0,"Context was scored 2 because the prompt provides documentation in markdown language with some function name build_categorization_ai_pipeline. Specificity was scored 1 because the goal is clear i.e. to improve the provided documentation but no clearly defined constraints, output formats and scope specified. VERIFICATION (0): No correctness conditions, expected outcomes, or documentation quality criteria are provided, so there is no mechanism for verifying correctness.",3
PN-23,https://github.com/app-sre/qontract-reconcile/pull/3630,https://chat.openai.com/share/440407a1-df1c-4f1e-84b9-76ffec9fd918,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about jira api and python language but no code snippets, functions or function name specified. Specificity was scored 1 because the goal is clear i.e. to check if user has permissions to create a ticket on a given jira board programatically using jira api but no clearly defined constraints, output formats and scope specified. VERIFICATION (0): The prompt includes no correctness conditions, no expected I/O, no invariants, and no rules that the model’s output must satisfy. The conversation later reveals errors, but the initial prompt has no verification cues.",2
PN-24,https://github.com/ECMaker/blog/pull/24,https://chat.openai.com/share/de7cc6c1-6346-4e55-9e1a-bcb2967e339e,PN,2,1,0,"Context was scored 2 because the prompt mentions about nextjs and provides some code snippets for notion blog. Specificity was scored 1 because the goal is clear i.e. to explain what a particular text blocks mean in notion-blog but no clearly defined constraints, output formats specified. VERIFICATION (0): The prompt does not include correctness conditions, expected behavior, schema requirements, or examples that would enable validation; it requests only conceptual explanations.",3
PN-25,https://github.com/VOICEVOX/voicevox_core/pull/655,https://chat.openai.com/share/ea95f20d-b69c-47e3-96cc-5f7872077d53,PN,1,1,1,"Context was scored 1 because the prompt provides partial context by mentioning about git diff with no code snippets, file names or filepaths. Specificity was scored 1 because the goal is clear i.e. to understand the status code returns when `git diff` finds differences but no clearly defined constraints, output formats specified. VERIFICATION (1): There is an implicit correctness condition: the expected status-code semantics (0/1/2) must match the defined behavior of GNU diff and git diff. This is an inherent, domain-driven correctness cue, though not explicitly stated as tests.",3
PN-26,https://github.com/Altinity/clickhouse-backup/pull/648,https://chat.openai.com/share/02204c18-0061-4a42-93da-2fdbde75a854,PN,1,1,0,"Context was scored 1 because the prompt provides partial context by mentioning about git commands, no filenames, functions, file path. Specificity was scored 1 because the goal is clear i.e. how to rebase user commits on top of master with another commit but no clearly defined constraints, output formats specified. VERIFICATION (0): The prompt lacks correctness cues such as expected rebase results, invariants, or test-like conditions; it only asks how to perform the rebase.",2
PN-27,https://github.com/VOICEVOX/voicevox_engine/pull/904,https://chat.openai.com/share/cb0a7a43-fbff-4876-801a-921c90ed5618,PN,2,1,0,"Context was scored 2 because the prompt provides python code snippets with functions. This provides clear locus and concrete evidence. Specificity was scored 1 because the goal is clear i.e to understand which situation each approach should be adopted if the flag is always boolean  in the provided code,but the prompt provides no clear constraints and scope. VERIFICATION (0): The prompt provides no correctness criteria, expected behavior, invariants, or test-like expectations. It simply asks for conceptual guidance.",3
